JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
549,50,4,2023-08-18,Homepage,View,110.0
550,77,14,2025-06-14,Checkout,Drop-off,124.5
551,94,11,2023-06-22,Homepage,Click,115.0
552,93,7,2023-10-27,Homepage,Click,146.0
553,39,16,2024-05-18,Homepage,Click,119.0
554,95,7,2023-03-17,Homepage,View,266.0
555,53,5,2023-09-14,Homepage,View,247.0
556,97,12,2024-08-15,ProductPage,View,111.0
557,8,12,2025-07-16,Checkout,Drop-off,215.125
558,42,17,2024-03-31,Checkout,Drop-off,153.25
559,88,7,2025-12-11,Checkout,Drop-off,224.25
560,53,8,2024-12-05,ProductPage,View,129.0
561,1,20,2025-07-04,Homepage,Click,225.0
562,17,20,2024-02-04,Homepage,Click,46.0
563,65,20,2023-08-18,ProductPage,Click,283.0
564,19,16,2025-06-02,ProductPage,Click,252.0
565,26,2,2023-11-16,Homepage,Click,64.0
566,25,12,2025-09-27,Checkout,Purchase,188.0
567,97,10,2025-09-02,homepage,View,105.0
568,95,3,2023-07-25,Homepage,View,155.0
569,4,9,2025-05-09,ProductPage,View,54.0
570,29,5,2025-11-25,ProductPage,View,193.0
571,10,15,2025-01-05,Homepage,View,48.0
572,36,20,2024-03-07,Homepage,View,26.0
573,50,13,2024-05-19,Checkout,Drop-off,75.0
574,69,6,2023-10-05,Homepage,View,56.0
575,98,20,2023-01-30,Homepage,Click,72.0
576,97,17,2025-08-13,ProductPage,Click,68.0
577,1,1,2025-12-17,Homepage,Click,115.0
578,84,18,2025-04-17,Checkout,Purchase,109.0
579,76,6,2024-02-18,homepage,View,55.0
580,90,16,2025-01-04,Homepage,Click,237.0
581,99,9,2023-02-11,ProductPage,Click,48.0
582,59,2,2024-06-06,ProductPage,Click,61.0
583,73,15,2023-10-24,Homepage,View,96.0
584,75,7,2023-03-19,Homepage,View,167.0
585,2,9,2023-01-12,Homepage,View,250.0
586,68,5,2024-08-06,Homepage,View,214.0
587,73,20,2025-01-19,Homepage,Click,210.0
588,49,4,2025-09-28,Checkout,Purchase,178.0
589,93,11,2024-11-11,Homepage,View,190.0
590,34,10,2024-05-25,Homepage,View,124.0
591,52,6,2023-06-29,Homepage,Click,171.0
592,53,14,2023-03-20,ProductPage,Click,250.0
593,68,11,2024-01-20,Checkout,Purchase,201.0
594,55,1,2025-05-27,Homepage,Click,88.0
595,100,8,2025-04-17,homepage,Click,95.0
596,54,20,2024-03-16,ProductPage,Click,18.0
597,69,16,2025-03-24,productpage,Click,280.0
598,68,1,2025-09-26,Homepage,View,135.0
599,80,16,2025-11-12,homepage,View,229.0
600,21,11,2023-03-16,Homepage,View,123.0
601,67,1,2024-01-01,ProductPage,View,15.0
602,13,13,2024-11-05,Homepage,View,98.0
603,59,7,2025-05-14,Homepage,View,214.0
604,45,16,2025-07-30,productpage,View,261.0
605,91,4,2025-07-27,ProductPage,View,252.0
606,74,3,2023-04-26,ProductPage,View,108.0
607,38,18,2023-12-10,Checkout,Drop-off,165.0
608,74,3,2024-12-10,ProductPage,View,201.0
609,36,14,2023-12-23,ProductPage,View,117.0
610,13,6,2023-02-24,Checkout,Drop-off,209.0
611,11,13,2025-08-30,ProductPage,View,196.0
612,75,4,2025-05-26,ProductPage,View,106.0
613,10,7,2023-10-17,Homepage,View,245.0
614,52,3,2025-10-10,Homepage,Click,170.0
615,44,11,2025-11-28,Homepage,Click,245.0
616,64,16,2023-03-07,Checkout,Purchase,214.0
617,69,8,2024-08-21,ProductPage,View,228.0
618,34,20,2024-10-07,Homepage,View,103.0
619,23,10,2023-03-21,ProductPage,View,300.0
620,99,1,2024-07-05,ProductPage,View,226.0
621,66,8,2023-08-11,Homepage,View,137.0
622,72,8,2023-07-19,Homepage,View,169.0
623,58,20,2024-01-23,ProductPage,View,184.0
624,46,17,2024-02-17,Homepage,View,33.0
625,57,1,2023-06-15,ProductPage,View,198.0
626,75,10,2023-09-16,Checkout,Drop-off,180.66666666666666
627,94,7,2024-09-09,ProductPage,View,271.0
628,38,3,2024-02-08,Checkout,Drop-off,74.0
629,96,2,2025-10-09,ProductPage,View,196.0
630,63,7,2025-03-14,Homepage,Click,134.0
631,30,4,2025-09-28,Homepage,View,221.0
632,53,3,2024-07-11,Homepage,View,227.0
633,30,3,2023-02-26,Checkout,Drop-off,184.0
634,84,5,2025-12-20,homepage,Click,198.0
635,87,1,2025-04-16,Checkout,Purchase,93.0
636,18,12,2023-07-19,Checkout,Drop-off,149.5
637,12,20,2024-08-26,Homepage,View,122.0
638,46,11,2023-01-27,Homepage,Click,244.0
639,31,7,2024-06-21,ProductPage,Click,283.0
640,61,15,2024-11-12,ProductPage,Click,255.0
641,88,3,2023-12-15,Homepage,Click,61.0
642,16,15,2025-11-16,ProductPage,Click,248.0
643,59,16,2023-02-15,ProductPage,Click,136.0
644,67,10,2024-05-05,Homepage,Click,95.0
645,76,2,2023-06-19,Checkout,Purchase,108.0
646,68,20,2025-11-04,Homepage,View,62.0
647,15,2,2024-09-22,Homepage,View,96.0
648,93,20,2025-01-13,homepage,View,205.0
649,63,16,2025-12-12,Homepage,View,24.0
650,10,8,2025-06-17,Homepage,View,257.0
651,97,13,2024-06-07,ProductPage,View,13.0
652,95,9,2023-03-31,Homepage,Click,175.0
653,18,16,2024-04-19,productpage,Click,147.0
654,56,17,2024-03-12,ProductPage,Click,267.0
655,74,5,2024-02-11,ProductPage,Click,194.0
656,84,2,2025-10-31,ProductPage,Drop-off,80.0
657,55,13,2023-04-08,ProductPage,View,105.0
658,92,9,2023-07-01,ProductPage,View,29.0
659,70,17,2025-05-20,Checkout,Drop-off,13.0
660,38,4,2024-01-29,Homepage,View,172.0
661,68,12,2025-04-26,ProductPage,View,149.0
662,73,6,2023-04-26,ProductPage,View,195.0
663,72,6,2025-06-16,Checkout,Drop-off,
664,41,18,2025-01-30,ProductPage,View,59.0
665,64,19,2025-03-24,Homepage,View,114.0
666,67,13,2025-03-24,Homepage,View,172.0
667,55,1,2023-01-28,ProductPage,View,204.0
668,92,3,2023-04-19,checkout,Drop-off,108.2
669,52,5,2023-03-01,Homepage,View,173.0
670,15,18,2024-02-28,productpage,View,88.0
671,13,8,2023-12-12,homepage,View,263.0
672,23,11,2024-06-15,Homepage,Click,26.0
673,80,1,2023-04-02,Homepage,View,169.0
674,90,12,2024-06-03,Homepage,Click,83.0
675,35,4,2024-01-03,Homepage,View,268.0
676,67,8,2023-01-15,ProductPage,View,91.0
677,83,8,2025-12-23,Homepage,Click,262.0
678,48,19,2025-08-30,Homepage,Click,161.0
679,97,14,2023-08-19,Checkout,Purchase,156.0
680,86,13,2023-10-03,Checkout,Drop-off,225.5
681,81,16,2023-01-15,Homepage,Click,290.0
682,5,4,2023-04-20,ProductPage,Click,127.0
683,35,19,2024-04-28,Homepage,View,221.0
684,61,2,2023-05-27,Checkout,Drop-off,94.5
685,1,12,2023-07-11,Homepage,View,22.0
686,68,4,2024-07-29,Homepage,View,90.0
687,90,6,2023-09-24,Homepage,View,10.0
688,18,7,2025-05-06,Homepage,View,23.0
689,23,5,2024-01-09,Checkout,Drop-off,53.0
690,47,20,2023-01-29,Checkout,Drop-off,110.33333333333333
691,42,1,2025-04-29,ProductPage,View,196.0
692,20,8,2023-04-19,ProductPage,View,16.0
693,98,16,2025-04-27,ProductPage,View,242.0
694,83,10,2025-10-03,ProductPage,View,138.0
695,37,3,2025-08-31,Homepage,View,268.0
696,61,16,2023-04-19,ProductPage,View,179.0
697,44,15,2024-09-09,Checkout,Drop-off,120.33333333333333
698,75,5,2025-01-19,ProductPage,View,287.0
699,39,15,2024-01-31,Homepage,View,168.0
700,77,20,2023-09-21,Checkout,Drop-off,110.0
701,60,1,2024-12-05,ProductPage,View,163.0
702,13,2,2023-01-28,ProductPage,View,161.0
703,60,16,2023-08-30,Homepage,View,23.0
704,14,13,2023-08-24,Checkout,Drop-off,191.25
705,26,2,2025-01-01,ProductPage,View,124.0
706,96,1,2025-05-18,Homepage,View,98.0
707,69,4,2024-02-29,Homepage,Click,199.0
708,63,16,2023-11-24,Homepage,Click,145.0
709,6,13,2024-04-28,Homepage,Click,196.0
710,82,19,2024-07-28,Homepage,View,252.0
711,87,6,2023-07-11,ProductPage,View,108.0
712,56,17,2025-09-06,Homepage,Click,26.0
713,45,15,2025-10-06,Homepage,View,22.0
714,86,18,2024-04-23,ProductPage,View,183.0
715,87,4,2025-07-03,Homepage,View,69.0
716,93,6,2023-06-29,ProductPage,View,35.0
717,33,11,2023-06-20,Checkout,Drop-off,75.5
718,60,13,2023-09-22,Homepage,Click,179.0
719,91,18,2024-02-18,Homepage,View,182.0
720,16,11,2023-09-03,Homepage,View,195.0
721,68,9,2024-02-14,ProductPage,View,163.0
722,48,6,2024-08-04,ProductPage,View,14.0
723,80,7,2024-05-09,Homepage,View,258.0
724,26,19,2024-08-25,Homepage,Click,286.0
725,58,16,2025-04-28,ProductPage,Click,45.0
726,32,2,2024-12-03,homepage,Click,118.0
727,48,19,2023-02-15,Homepage,View,98.0
728,29,19,2024-09-12,Homepage,View,159.0
729,59,13,2023-01-21,ProductPage,View,139.0
730,23,13,2023-06-10,Checkout,Drop-off,
731,30,9,2023-06-18,productpage,View,49.0
732,68,16,2023-03-12,ProductPage,View,213.0
733,83,16,2023-09-28,ProductPage,View,262.0
734,73,12,2023-01-28,Homepage,View,175.0
735,73,17,2024-08-17,homepage,View,254.0
736,24,3,2024-12-25,ProductPage,View,226.0
737,46,14,2024-09-05,Checkout,Drop-off,96.8
738,73,3,2025-11-16,ProductPage,View,274.0
739,32,7,2023-05-28,Checkout,Drop-off,120.0
740,66,6,2025-05-03,Homepage,Click,16.0
741,49,1,2025-11-04,ProductPage,Click,35.0
742,8,9,2023-06-04,Homepage,View,79.0
743,20,17,2025-04-07,ProductPage,View,283.0
744,78,1,2024-06-27,Checkout,Drop-off,49.0
745,44,1,2023-06-15,Homepage,Click,115.0
746,32,20,2024-08-25,Homepage,View,127.0
747,61,10,2025-12-28,Homepage,View,184.0
748,10,16,2023-11-16,Homepage,View,246.0
749,86,17,2023-06-18,Checkout,Drop-off,83.25
750,26,8,2025-02-19,Checkout,Drop-off,194.2
751,39,3,2024-05-20,Checkout,Drop-off,163.5
752,71,20,2024-06-29,Homepage,View,178.0
753,62,5,2025-09-05,Homepage,View,84.0
754,23,2,2025-08-17,Homepage,View,168.0
755,87,4,2023-07-15,ProductPage,View,111.0
756,13,3,2024-08-20,Checkout,Drop-off,213.0
757,65,4,2025-07-04,Homepage,View,153.0
758,39,19,2024-06-07,Checkout,Drop-off,46.0
759,25,19,2024-10-31,ProductPage,View,87.0
760,14,3,2024-04-22,ProductPage,View,227.0
761,68,11,2025-08-06,Checkout,Drop-off,159.5
762,1,19,2024-06-07,Checkout,Drop-off,46.0
763,84,7,2023-05-10,ProductPage,View,15.0
764,28,6,2023-07-28,Homepage,View,271.0
765,70,3,2024-05-28,ProductPage,View,87.0
766,15,7,2025-07-04,Checkout,Drop-off,175.83333333333334
767,32,20,2024-06-13,homepage,View,191.0
768,70,19,2025-12-20,checkout,Drop-off,199.8
769,60,5,2025-03-21,Homepage,View,12.0
770,62,1,2025-02-02,Homepage,Click,113.0
771,67,10,2024-12-11,productpage,Drop-off,154.66666666666666
772,45,12,2024-05-22,ProductPage,View,252.0
773,28,10,2025-02-10,ProductPage,View,102.0
774,76,3,2024-09-23,Checkout,Drop-off,
775,75,4,2023-07-10,ProductPage,View,224.0
776,83,16,2025-07-21,Checkout,Drop-off,124.75
777,81,17,2024-06-08,Homepage,View,210.0
778,25,10,2025-02-19,ProductPage,View,264.0
779,18,1,2024-02-29,Homepage,Click,113.0
780,67,4,2024-01-03,ProductPage,Click,131.0
781,99,2,2024-07-14,Homepage,Click,233.0
782,94,7,2024-07-10,Homepage,View,230.0
783,76,6,2025-02-08,Homepage,View,22.0
784,96,16,2024-09-20,Homepage,View,13.0
785,21,14,2024-03-31,Checkout,Drop-off,153.25
786,38,8,2024-01-04,Checkout,Drop-off,147.5
787,13,2,2024-03-23,ProductPage,View,118.0
788,96,13,2025-11-01,Checkout,Drop-off,144.25
789,12,7,2023-10-22,Homepage,Click,246.0
790,81,9,2023-12-03,Homepage,Click,187.0
791,69,5,2025-06-14,Homepage,View,111.0
792,72,4,2024-12-29,Homepage,View,294.0
793,22,13,2025-09-24,Homepage,View,238.0
794,57,7,2025-09-14,Checkout,Drop-off,135.5
795,64,1,2023-01-13,Homepage,View,118.0
796,34,14,2024-06-06,ProductPage,View,277.0
797,85,10,2023-10-31,Checkout,Drop-off,120.75
798,38,18,2023-11-30,Checkout,Drop-off,
799,95,8,2024-05-26,Homepage,View,204.0
800,97,1,2023-04-05,Checkout,Drop-off,127.0
801,42,17,2025-03-02,ProductPage,View,282.0
802,61,8,2025-05-06,Homepage,View,257.0
803,79,9,2025-10-07,ProductPage,View,292.0
804,69,1,2024-10-02,ProductPage,View,226.0
805,99,7,2024-12-21,Homepage,View,137.0
806,39,15,2025-11-05,ProductPage,View,166.0
807,8,16,2024-06-07,Homepage,Click,94.0
808,24,16,2025-04-30,ProductPage,Click,276.0
809,27,17,2025-05-06,Checkout,Purchase,196.0
810,37,18,2023-12-26,ProductPage,View,87.0
811,30,6,2024-08-18,Homepage,View,55.0
812,49,9,2023-11-26,Homepage,View,191.0
813,23,1,2023-04-06,Checkout,Drop-off,122.33333333333333
814,53,10,2025-07-11,Homepage,Click,63.0
815,100,10,2023-07-18,Checkout,Purchase,167.0
816,1,20,2023-12-17,Homepage,Click,71.0
817,98,2,2024-12-23,checkout,Purchase,46.0
818,80,3,2023-04-24,Homepage,View,206.0
819,24,9,2025-01-25,Homepage,Click,144.0
820,19,1,2024-03-24,Homepage,Click,90.0
821,96,12,2024-07-28,Checkout,Purchase,82.0
822,84,12,2025-05-19,Homepage,Click,211.0
823,95,10,2024-01-18,Checkout,Purchase,279.0
824,73,4,2025-04-03,ProductPage,View,130.0
825,22,4,2025-10-31,ProductPage,View,80.0
826,18,4,2024-10-23,ProductPage,View,27.0
827,78,20,2024-10-23,ProductPage,View,68.0
828,84,3,2025-04-09,Checkout,Drop-off,166.66666666666666
829,8,8,2023-03-21,Homepage,Click,295.0
830,61,19,2024-04-27,Homepage,Click,223.0
831,42,3,2025-02-17,Homepage,View,257.0
832,2,15,2023-11-26,ProductPage,View,14.0
833,10,13,2024-09-07,Homepage,View,223.0
834,79,15,2024-10-19,ProductPage,View,12.0
835,87,1,2024-09-30,ProductPage,View,84.0
836,54,8,2025-02-22,ProductPage,View,94.0
837,64,10,2025-10-02,Homepage,Click,233.0
838,82,13,2023-01-05,ProductPage,Click,267.0
839,40,4,2023-08-13,Homepage,View,59.0
840,70,17,2025-04-10,ProductPage,View,231.0
841,27,6,2025-10-18,ProductPage,View,244.0
842,34,9,2025-01-30,Homepage,View,39.0
843,12,10,2023-08-08,ProductPage,View,30.0
844,82,16,2023-08-09,ProductPage,View,162.0
845,68,20,2025-08-05,Homepage,Click,236.0
846,43,10,2024-03-21,Homepage,View,99.0
847,47,10,2025-08-20,Checkout,Drop-off,109.33333333333333
848,83,16,2024-01-03,Checkout,Drop-off,194.5
849,21,15,2025-09-27,Homepage,View,177.0
850,5,15,2023-08-04,ProductPage,View,87.0
851,88,10,2023-08-10,Homepage,View,195.0
852,12,9,2024-10-14,checkout,Drop-off,146.0
853,69,12,2024-11-02,ProductPage,View,91.0
854,59,8,2023-08-12,ProductPage,View,40.0
855,96,1,2025-02-20,Homepage,View,129.0
856,77,5,2024-12-09,Homepage,View,75.0
857,51,13,2023-07-18,checkout,Drop-off,172.16666666666666
858,25,7,2023-06-12,Checkout,Drop-off,150.4
859,27,4,2023-07-11,homepage,Click,249.0
860,37,8,2025-04-29,Checkout,Drop-off,146.0
861,86,4,2024-12-18,Homepage,View,200.0
862,46,9,2024-07-05,Homepage,View,269.0
863,43,6,2023-08-13,ProductPage,View,208.0
864,89,19,2023-06-28,Checkout,Drop-off,57.142857142857146
865,78,1,2023-06-19,ProductPage,View,65.0
866,17,19,2024-01-01,Homepage,View,204.0
867,10,4,2024-01-11,Homepage,View,219.0
868,29,4,2025-11-25,Homepage,Click,41.0
869,81,6,2023-11-13,ProductPage,Click,87.0
870,16,16,2025-08-21,ProductPage,Click,35.0
871,60,19,2024-07-21,ProductPage,Click,57.0
872,85,19,2024-11-05,ProductPage,Click,61.0
873,52,15,2023-04-04,ProductPage,Click,74.0
874,20,4,2024-12-17,Checkout,Purchase,296.0
875,90,17,2023-01-25,Checkout,Drop-off,160.0
876,32,17,2025-02-04,Homepage,View,211.0
877,2,14,2025-11-14,Checkout,Drop-off,26.0
878,68,7,2023-06-14,ProductPage,View,67.0
879,64,15,2023-03-20,checkout,Drop-off,208.25
880,85,2,2023-05-18,Homepage,Click,93.0
881,97,9,2024-03-16,Checkout,Purchase,180.0
882,54,16,2023-11-28,ProductPage,View,56.0
883,34,20,2023-04-01,ProductPage,View,276.0
884,49,19,2025-01-30,Checkout,Drop-off,76.0
885,76,4,2025-08-04,Checkout,Drop-off,203.0
886,48,9,2023-02-26,Homepage,View,237.0
887,62,7,2023-01-23,Checkout,Drop-off,232.5
888,20,8,2025-09-04,ProductPage,View,123.0
889,87,5,2024-09-13,Homepage,View,27.0
890,92,10,2023-09-13,Homepage,Click,259.0
891,58,17,2025-02-26,Homepage,View,182.0
892,32,11,2024-06-17,Homepage,View,118.0
893,53,12,2025-03-26,ProductPage,View,176.0
894,63,2,2024-08-20,Homepage,Click,193.0
895,27,13,2025-10-05,Homepage,View,232.0
896,8,16,2023-06-26,productpage,View,273.0
897,19,1,2024-05-07,Homepage,View,236.0
898,94,15,2025-10-14,Homepage,Click,95.0
899,44,9,2024-10-05,Checkout,Purchase,170.0
900,68,9,2023-05-01,Homepage,View,119.0
901,95,20,2023-05-11,Checkout,Drop-off,259.5
902,57,8,2023-09-08,Homepage,View,159.0
903,38,13,2024-07-03,Homepage,View,270.0
904,50,8,2023-06-13,Homepage,Click,200.0
905,92,6,2024-10-04,Homepage,View,97.0
906,55,1,2024-05-04,Homepage,View,89.0
907,28,17,2025-11-30,ProductPage,View,180.0
908,45,7,2023-07-12,ProductPage,View,107.0
909,55,12,2023-11-20,Checkout,Drop-off,103.85714285714286
910,85,11,2023-09-26,ProductPage,View,33.0
911,57,20,2023-01-23,Homepage,View,209.0
912,51,15,2025-03-08,Homepage,Click,176.0
913,60,12,2025-04-16,Homepage,View,265.0
914,53,16,2024-12-30,Checkout,Drop-off,112.66666666666667
915,69,18,2025-07-16,ProductPage,View,276.0
916,49,18,2024-10-29,Homepage,Click,187.0
917,4,19,2023-10-08,ProductPage,Click,55.0
918,92,9,2024-01-19,Checkout,Drop-off,131.33333333333334
919,24,3,2024-07-10,ProductPage,View,158.0
920,20,11,2025-12-04,Checkout,Drop-off,236.5
921,57,10,2025-01-28,homepage,View,156.0
922,4,4,2024-08-02,ProductPage,View,178.0
923,68,9,2023-06-03,Homepage,Click,288.0
924,35,20,2023-04-27,Homepage,Click,70.0
925,36,7,2024-07-10,Homepage,View,82.0
926,20,1,2024-01-27,Homepage,Click,79.0
927,87,6,2025-07-12,Homepage,Click,295.0
928,73,4,2025-01-19,ProductPage,Click,17.0
929,79,19,2023-03-01,Homepage,View,218.0
930,36,7,2023-09-06,ProductPage,View,149.0
931,88,2,2023-11-14,Homepage,View,194.0
932,72,7,2025-05-03,Homepage,Click,98.0
933,67,1,2024-12-02,ProductPage,Click,237.0
934,47,20,2023-08-02,ProductPage,Click,85.0
935,48,3,2025-07-02,ProductPage,Click,55.0
936,43,11,2023-07-27,ProductPage,Click,52.0
937,87,4,2025-08-24,Homepage,Click,61.0
938,88,18,2024-09-24,ProductPage,Click,187.0
939,28,14,2024-02-04,ProductPage,Click,226.0
940,84,18,2023-01-21,Homepage,View,286.0
941,83,5,2023-04-16,Homepage,View,125.0
942,59,14,2023-02-26,Checkout,Drop-off,184.0
943,81,4,2024-03-19,Checkout,Drop-off,56.0
944,79,11,2023-05-30,ProductPage,View,79.0
945,79,5,2024-12-07,ProductPage,View,261.0
946,55,7,2024-04-20,homepage,Click,224.0
947,98,3,2024-01-15,productpage,Click,38.0
948,30,7,2025-03-24,ProductPage,Click,27.0
949,54,19,2025-01-07,Homepage,Click,138.0
950,35,14,2023-04-07,Checkout,Purchase,171.0
951,36,13,2024-05-17,Checkout,Drop-off,
952,6,11,2024-02-05,Checkout,Drop-off,94.0
953,59,9,2024-09-28,Homepage,View,136.0
954,79,17,2024-05-15,Homepage,Click,16.0
955,33,19,2025-05-08,Checkout,Purchase,260.0
956,90,12,2025-01-13,ProductPage,View,62.0
957,98,15,2023-08-07,ProductPage,View,219.0
958,44,6,2023-04-26,Homepage,Click,235.0
959,21,4,2023-07-12,Homepage,View,16.0
960,60,1,2025-02-09,Checkout,Drop-off,255.0
961,69,8,2024-11-19,ProductPage,View,278.0
962,34,18,2024-06-09,Homepage,Click,211.0
963,50,11,2024-08-23,Checkout,Purchase,114.0
964,20,2,2024-12-10,ProductPage,View,140.0
965,13,14,2023-12-07,Checkout,Drop-off,230.5
966,62,6,2025-01-04,Checkout,Drop-off,237.0
967,60,9,2023-06-07,Checkout,Drop-off,201.75
968,45,9,2024-06-20,Homepage,Click,10.0
969,48,11,2024-02-28,Checkout,Purchase,174.0
970,22,19,2023-08-19,Homepage,View,199.0
971,100,14,2024-09-20,ProductPage,View,100.0
972,100,9,2023-02-28,Checkout,Drop-off,173.0
973,91,7,2024-08-04,Homepage,View,82.0
974,61,5,2025-06-21,Homepage,Click,138.0
975,25,18,2025-08-18,Homepage,Click,134.0
976,76,5,2023-07-05,Homepage,View,187.0
977,58,4,2023-01-22,ProductPage,View,294.0
978,59,13,2025-09-07,Checkout,Drop-off,201.0
979,30,8,2023-04-20,Homepage,Click,13.0
980,95,7,2023-02-11,Checkout,Purchase,119.0
981,63,14,2023-10-01,Homepage,View,292.0
982,33,20,2023-05-30,Homepage,Click,78.0
983,76,7,2024-08-21,productpage,Click,154.0
984,57,14,2024-01-01,homepage,Click,200.0
985,20,3,2025-01-13,ProductPage,Click,283.0
986,65,12,2024-04-13,ProductPage,Click,141.0
987,19,10,2024-08-03,Homepage,View,227.0
988,39,5,2025-03-18,Homepage,Click,296.0
989,77,19,2025-10-26,ProductPage,Click,157.0
990,82,8,2024-03-03,Homepage,View,120.0
991,11,4,2023-10-22,ProductPage,View,273.0
992,84,15,2024-01-27,ProductPage,View,49.0
993,44,16,2023-06-19,Homepage,Click,153.0
994,93,3,2024-03-09,Homepage,View,288.0
995,8,17,2025-09-29,ProductPage,View,135.0
996,54,4,2023-12-18,Homepage,Click,197.0
997,88,1,2024-02-20,ProductPage,Click,84.0
998,38,19,2023-11-11,Homepage,View,127.0
999,41,17,2024-11-23,ProductPage,View,290.0
1000,69,8,2023-11-22,Homepage,Click,272.0
1001,78,2,2023-08-19,ProductPage,Click,108.0
1002,91,3,2024-02-02,Homepage,Click,291.0
1003,86,13,2024-03-28,Homepage,Click,64.0
1004,7,15,2024-05-10,Homepage,View,23.0
1005,61,11,2023-04-04,Checkout,Drop-off,127.6
1006,70,6,2024-08-05,ProductPage,View,163.0
1007,36,4,2025-08-18,Homepage,View,21.0
1008,4,11,2024-02-01,Homepage,Click,219.0
1009,12,19,2025-03-29,Checkout,Drop-off,124.5
1010,94,3,2025-05-07,Checkout,Drop-off,183.25
1011,98,17,2023-07-03,ProductPage,View,180.0
1012,39,6,2024-04-01,ProductPage,View,118.0
1013,21,20,2023-04-15,ProductPage,View,201.0
1014,95,20,2024-02-28,Homepage,Click,175.0
1015,8,11,2024-01-14,Checkout,Purchase,98.0
1016,47,20,2025-01-19,Homepage,View,181.0
1017,89,5,2025-05-07,ProductPage,View,161.0
1018,32,15,2025-09-25,Checkout,Drop-off,174.5
1019,22,14,2025-07-20,Homepage,View,100.0
1020,78,13,2023-09-30,ProductPage,View,37.0
1021,90,19,2023-11-01,Checkout,Drop-off,152.5
1022,52,12,2025-11-08,Homepage,View,64.0
1023,61,4,2024-01-27,ProductPage,View,265.0
1024,77,8,2024-03-29,Homepage,View,55.0
1025,53,13,2025-12-03,Checkout,Drop-off,227.0
1026,70,16,2023-02-14,ProductPage,View,109.0
1027,44,9,2023-06-12,Homepage,View,76.0
1028,38,13,2023-10-28,Homepage,View,122.0
1029,32,2,2023-08-04,ProductPage,View,149.0
1030,60,20,2024-04-20,ProductPage,View,201.0
1031,87,13,2023-04-18,Checkout,Drop-off,126.0
1032,82,14,2024-05-28,Homepage,Click,244.0
1033,75,11,2024-08-14,ProductPage,Click,234.0
1034,53,3,2024-10-28,ProductPage,Click,72.0
1035,82,6,2024-08-19,Homepage,Click,124.0
1036,22,7,2023-04-11,ProductPage,Click,30.0
1037,35,10,2024-08-02,Checkout,Purchase,289.0
1038,71,2,2025-11-05,ProductPage,View,208.0
1039,68,10,2024-09-09,Checkout,Drop-off,120.33333333333333
1040,83,9,2023-05-15,Checkout,Drop-off,170.8
1041,38,9,2024-09-16,ProductPage,View,34.0
1042,36,12,2025-10-27,Homepage,Click,246.0
1043,31,2,2025-09-11,Checkout,Purchase,249.0
1044,37,10,2024-01-17,ProductPage,View,251.0
1045,95,12,2024-07-14,Checkout,Drop-off,196.0
1046,64,5,2024-03-09,ProductPage,View,271.0
1047,92,18,2023-02-21,ProductPage,View,98.0
1048,71,16,2023-06-09,Checkout,Drop-off,219.0
1049,50,17,2025-02-02,Homepage,View,245.0
1050,67,12,2023-06-22,ProductPage,View,72.0
1051,97,15,2025-12-01,Homepage,View,268.0
1052,58,13,2024-06-16,ProductPage,View,299.0
1053,29,12,2025-02-02,Homepage,View,251.0
1054,30,10,2023-11-18,ProductPage,View,110.0
1055,8,4,2024-12-29,ProductPage,View,133.0
1056,12,15,2025-03-31,ProductPage,View,145.0
1057,96,13,2023-01-12,Homepage,Click,187.0
1058,19,13,2023-03-15,Homepage,Click,178.0
1059,30,12,2023-01-19,ProductPage,Click,128.0
1060,8,13,2023-03-29,Homepage,Click,264.0
1061,56,10,2024-09-28,Homepage,View,105.0
1062,13,2,2025-12-14,Homepage,Click,21.0
1063,44,18,2024-01-03,Checkout,Purchase,208.0
1064,28,17,2025-08-02,Checkout,Drop-off,106.8
1065,44,1,2024-03-21,Homepage,Click,81.0
1066,37,6,2024-08-30,Homepage,View,232.0
1067,77,15,2025-01-05,ProductPage,View,122.0
1068,60,16,2025-10-08,Homepage,Click,136.0
1069,73,16,2024-06-26,Checkout,Purchase,56.0
1070,88,8,2024-03-02,Homepage,View,206.0
1071,79,5,2025-10-28,Checkout,Drop-off,116.33333333333333
1072,28,1,2023-06-04,ProductPage,View,149.0
1073,28,16,2024-10-04,Homepage,View,285.0
1074,44,9,2024-12-31,Homepage,Click,93.0
1075,14,18,2023-07-20,Homepage,Click,186.0
1076,28,9,2024-07-31,ProductPage,Click,63.0
1077,6,1,2025-03-13,Homepage,Click,140.0
1078,29,8,2024-07-30,Homepage,View,163.0
1079,67,12,2024-02-10,Homepage,View,280.0
1080,70,20,2023-03-01,ProductPage,View,216.0
1081,32,9,2025-03-21,Homepage,View,124.0
1082,92,19,2023-07-25,Checkout,Drop-off,104.0
1083,25,10,2025-01-29,Homepage,Click,173.0
1084,77,3,2023-07-02,ProductPage,Click,250.0
1085,6,3,2025-12-09,Homepage,Click,139.0
1086,4,16,2024-08-15,ProductPage,Click,74.0
1087,65,4,2025-04-07,Homepage,View,133.0
1088,80,9,2023-06-12,Checkout,Drop-off,150.4
1089,18,18,2024-09-27,Checkout,Drop-off,214.4
1090,93,10,2025-04-04,Homepage,View,117.0
1091,48,11,2025-02-22,ProductPage,View,20.0
1092,95,16,2023-02-01,ProductPage,View,92.0
1093,92,3,2024-04-25,homepage,Click,29.0
